rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
10,Minecraft,4100452,10.0 M,4,234.3,2.4,7.49,GAME ARCADE,3324435,317144,135048,65677,258146,True
11,Vector,3398125,100.0 M,4,0.2,0.5,0.0,GAME ARCADE,2395375,354636,204730,99007,344374,False
12,Granny,3290970,100.0 M,4,1.4,2.9,0.0,GAME ARCADE,2393224,283587,152239,95032,366885,False
13,DragonFlight,2858076,10.0 M,4,0.0,0.2,0.0,GAME ARCADE,1795281,475749,286985,88464,211595,False
14,Red Ball 4,2342083,100.0 M,4,1.0,2.1,0.0,GAME ARCADE,1816379,198405,90386,47422,189489,False
15,Minecraft Trial,2222817,100.0 M,4,3.5,7.7,0.0,GAME ARCADE,1461686,192188,120639,79343,368958,False
16,Block Craft 3D: Building Simulator Games For Free,2156973,100.0 M,4,1.8,3.9,0.0,GAME ARCADE,1510574,191501,113211,71395,270289,False
17,Cooking Madness - A Chef's Restaurant Games,2096404,100.0 M,4,1.8,3.4,0.0,GAME ARCADE,1726149,161104,70669,34470,104010,False
18,Blockman Go,2062961,50.0 M,4,3.7,8.6,0.0,GAME ARCADE,1624579,147084,71698,37603,181994,False
19,Galaxy Attack: Alien Shooter,1988570,100.0 M,4,1.2,2.6,0.0,GAME ARCADE,1572089,156316,80008,41595,138560,False
20,Paper.io 2,1910010,100.0 M,3,0.3,0.7,0.0,GAME ARCADE,1110353,239968,152266,89330,318090,False
21,Angry Birds Transformers,1900382,50.0 M,4,0.2,0.4,0.0,GAME ARCADE,1512745,178112,72290,31011,106221,False
22,Hungry Shark World,1858504,100.0 M,4,1.5,2.5,0.0,GAME ARCADE,1420595,193116,86126,40095,118569,False
23,Glow Hockey,1793741,100.0 M,4,0.1,0.2,0.0,GAME ARCADE,1171395,203409,147447,59488,212000,False
24,Geometry Dash Meltdown,1735909,50.0 M,4,0.4,0.7,0.0,GAME ARCADE,1300677,187802,93990,34872,118566,False
25,Angry Birds Seasons,1679572,100.0 M,4,0.0,0.0,0.0,GAME ARCADE,1242877,203320,96109,40077,97187,False
26,윈드러너,1573012,10.0 M,3,0.0,0.1,0.0,GAME ARCADE,940005,180923,135759,68822,247501,False
27,Crowd City,1564855,100.0 M,4,0.6,1.4,0.0,GAME ARCADE,1071973,156950,94348,56534,185047,False
28,Join Clash 3D,1493740,100.0 M,4,4.5,14.0,0.0,GAME ARCADE,934431,158781,126162,67909,206456,False
29,Tank Stars,1471629,100.0 M,4,1.5,3.4,0.0,GAME ARCADE,975205,141609,89864,56824,208125,False
30,Angry Birds Classic,1470166,100.0 M,4,0.0,0.0,0.0,GAME ARCADE,1069403,194779,77716,36573,91693,False
31,Brothers in Arms® 3,1458849,10.0 M,4,0.2,0.3,0.0,GAME ARCADE,1012396,180762,89016,37984,138688,False
32,Rise Up,1340841,100.0 M,3,0.7,1.2,0.0,GAME ARCADE,725819,164205,142281,80224,228309,False
33,Payback 2 - The Battle Sandbox,1337580,100.0 M,4,2.7,5.6,0.0,GAME ARCADE,1013921,120437,57288,31344,114587,False
34,Angry Birds Space,1254191,100.0 M,4,0.1,0.3,0.0,GAME ARCADE,921162,142312,80488,32165,78061,False
35,Skater Boy,1215112,100.0 M,4,0.1,0.1,0.0,GAME ARCADE,914036,101920,67294,27922,103938,False
36,Ant Smasher,1205884,100.0 M,4,0.0,0.1,0.0,GAME ARCADE,770961,125694,97115,38288,173823,False
37,Partymasters - Fun Idle Game,1188910,50.0 M,4,0.1,0.3,0.0,GAME ARCADE,785999,93502,67304,41596,200506,False
38,Tap Tap Dash,1153022,50.0 M,4,0.2,0.4,0.0,GAME ARCADE,767538,152124,84721,37763,110873,False
39,101-in-1 Games,1136712,10.0 M,4,0.0,0.1,0.0,GAME ARCADE,794750,206822,80806,14190,40143,False
40,Doodle Jump,1132730,50.0 M,4,0.1,0.1,0.0,GAME ARCADE,829701,135593,64673,23686,79075,False
41,Hole.io,1102273,100.0 M,4,0.4,0.8,0.0,GAME ARCADE,690857,140198,76072,45368,149775,False
42,Zombie Roadkill 3D,1089029,50.0 M,4,0.4,0.8,0.0,GAME ARCADE,749202,118094,74237,36598,110896,False
43,Rider,1082604,50.0 M,4,0.8,1.8,0.0,GAME ARCADE,649183,141827,91623,48150,151818,False
44,Lep's World 2,1079670,100.0 M,4,0.5,1.0,0.0,GAME ARCADE,811052,81884,50974,31690,104068,False
45,Lep's World,1079537,100.0 M,4,1.1,2.3,0.0,GAME ARCADE,836216,78970,45685,27253,91411,False
46,Angry Birds Friends,1066764,100.0 M,4,1.0,1.9,0.0,GAME ARCADE,730329,115731,66556,33722,120423,False
47,Geometry Dash World,1042160,50.0 M,4,1.1,1.9,0.0,GAME ARCADE,760677,112796,55978,23795,88911,False
48,Rail Rush,1040051,50.0 M,4,0.2,0.5,0.0,GAME ARCADE,774936,103632,58908,24854,77719,False
49,Lep's World 3,988381,50.0 M,4,0.4,0.9,0.0,GAME ARCADE,752024,81739,45929,26358,82328,False
50,Knife Hit,955594,100.0 M,4,1.2,2.5,0.0,GAME ARCADE,684749,89958,58706,31681,90497,False
51,Stickman Party: 1 2 3 4 Player Games Free,949510,100.0 M,4,6.5,14.0,0.0,GAME ARCADE,736043,64772,37205,22355,89132,False
52,Zombie Smasher,926298,50.0 M,4,0.1,0.2,0.0,GAME ARCADE,671799,107479,61137,20868,65013,False
53,1945 Air Force - Airplane Shooting Games,923982,50.0 M,4,9.2,19.1,0.0,GAME ARCADE,712509,111993,45974,15592,37912,False
54,Stack Ball - Blast through platforms,903937,100.0 M,4,3.3,7.8,0.0,GAME ARCADE,602667,87709,60378,37674,115506,False
55,Cookie Run: OvenBreak - Endless Running Platformer,883825,10.0 M,4,0.7,1.5,0.0,GAME ARCADE,658521,87562,42961,20344,74434,False
56,Subway Princess Runner,878563,100.0 M,4,5.6,11.2,0.0,GAME ARCADE,594828,74318,50544,35093,123778,False
57,PAC-MAN,860147,100.0 M,3,0.3,0.7,0.0,GAME ARCADE,523785,98246,65754,38475,133885,False
58,Smash Hit,827611,100.0 M,4,0.0,0.1,0.0,GAME ARCADE,647207,100159,36474,9363,34405,False
59,Multiplayer for Minecraft PE - MCPE Servers,791425,10.0 M,4,0.3,0.7,0.0,GAME ARCADE,534451,43551,39653,26844,146923,False
60,Granny: Chapter Two,784985,50.0 M,4,4.4,9.6,0.0,GAME ARCADE,587579,62902,32887,21327,80287,False
61,Geometry Dash,777941,1.0 M,4,0.7,1.3,1.99,GAME ARCADE,636912,73308,24749,9026,33945,True
62,Jewels Switch,752635,10.0 M,4,0.0,0.1,0.0,GAME ARCADE,603783,86183,31653,9078,21935,False
63,LokiCraft,715951,50.0 M,4,7.3,16.5,0.0,GAME ARCADE,483133,69181,37056,24468,102110,False
64,Stupid Zombies,693956,50.0 M,4,0.9,1.9,0.0,GAME ARCADE,463486,77216,51767,26398,75087,False
65,Stick Hero,690642,10.0 M,4,0.0,0.0,0.0,GAME ARCADE,457100,98199,54710,19396,61235,False
66,Sonic Dash 2: Sonic Boom,662256,100.0 M,4,0.8,863.6,0.0,GAME ARCADE,469634,59835,38697,23160,70927,False
67,Sky Whale,660553,10.0 M,4,0.1,0.3,0.0,GAME ARCADE,483682,62930,37560,17430,58950,False
68,Space shooter - Galaxy attack - Galaxy shooter,656039,50.0 M,4,4.6,10.4,0.0,GAME ARCADE,555192,41420,18778,9270,31377,False
69,Sky Roller,636293,100.0 M,4,2.1,4.8,0.0,GAME ARCADE,455906,62932,29296,20066,68091,False
70,Geometry Dash SubZero,626542,50.0 M,4,2.6,4.7,0.0,GAME ARCADE,484878,59816,27043,11050,43753,False
71,Color Bump 3D,621232,100.0 M,3,1117.1,1107.1,0.0,GAME ARCADE,367867,71578,67163,34403,80219,False
72,Draw it,620257,50.0 M,3,0.9,1.9,0.0,GAME ARCADE,355568,93220,54643,31418,85405,False
73,Fernanfloo,609853,10.0 M,4,0.2,0.4,0.0,GAME ARCADE,522395,32985,15337,7428,31705,False
74,Cartoon Wars,588562,10.0 M,4,0.0,0.0,0.0,GAME ARCADE,376960,58234,42194,17599,93573,False
75,Run,581821,10.0 M,4,77.5,0.3,0.0,GAME ARCADE,450597,64012,26420,9972,30817,False
76,Snake VS Block,572863,50.0 M,4,0.1,0.2,0.0,GAME ARCADE,323922,96008,55435,27358,70138,False
77,Zombie World War,561461,10.0 M,4,0.0,0.1,0.0,GAME ARCADE,344081,93766,60771,20160,42680,False
78,My Boy! Free - GBA Emulator,556766,10.0 M,4,0.3,0.6,0.0,GAME ARCADE,417025,52081,24677,10020,52961,False
79,Burrito Bison: Launcha Libre,541549,10.0 M,4,1.4,2.4,0.0,GAME ARCADE,450604,55216,17728,5449,12549,False
80,Bricks Ball Crusher,532569,10.0 M,4,2.7,5.9,0.0,GAME ARCADE,395621,48350,27559,12339,48696,False
81,Daddy Long Legs,532176,10.0 M,4,0.0,0.0,0.0,GAME ARCADE,353695,83149,33681,15527,46122,False
82,Galactic Attack - Classic Shooter : Falcon Squad,509654,50.0 M,4,1.8,3.0,0.0,GAME ARCADE,407365,41520,18908,9863,31996,False
83,Stickman Hook,506876,50.0 M,3,0.5,1.2,0.0,GAME ARCADE,290763,74910,50722,25625,64853,False
84,Jewels Legend - Match 3 Puzzle,497484,10.0 M,4,0.4,0.8,0.0,GAME ARCADE,405757,48566,18492,6533,18133,False
85,BBTAN by 111%,476858,10.0 M,4,2948.2,0.1,0.0,GAME ARCADE,329614,64312,32355,11652,38924,False
86,Prize Claw,473706,50.0 M,4,0.1,0.1,0.0,GAME ARCADE,296894,49159,43940,18046,65665,False
87,Ball Blast,470099,10.0 M,4,0.9,1.8,0.0,GAME ARCADE,315988,61332,27827,14373,50577,False
88,Will Hero,467497,10.0 M,4,0.6,1.5,0.0,GAME ARCADE,317484,54366,29299,12418,53927,False
89,Monster Dash,466518,10.0 M,4,0.1,0.1,0.0,GAME ARCADE,340776,51499,28569,9164,36508,False
90,Duet,460549,10.0 M,4,0.2,0.3,0.0,GAME ARCADE,368057,49159,18102,6607,18622,False
91,Infinite Stairs,458684,10.0 M,4,1.3,2.5,0.0,GAME ARCADE,308505,50335,25797,12264,61781,False
92,Slendrina:The Cellar (Free),449205,10.0 M,4,0.6,1.3,0.0,GAME ARCADE,311382,35677,23861,16154,62128,False
93,Run Sausage Run!,448716,100.0 M,3,0.5,1.2,0.0,GAME ARCADE,271968,45329,35060,22824,73533,False
94,Human Evolution Clicker: Tap and Evolve Life Forms,447522,10.0 M,4,990.2,0.7,0.0,GAME ARCADE,268067,58110,41935,22944,56463,False
95,Sky Force 2014,446946,10.0 M,4,0.1,0.2,0.0,GAME ARCADE,331761,57741,25895,9077,22469,False
96,Bouncemasters,441188,50.0 M,4,1.8,4.4,0.0,GAME ARCADE,310177,39918,27014,15030,49046,False
97,Tank Hero,438162,10.0 M,4,0.1,0.1,0.0,GAME ARCADE,309059,54390,26775,10700,37236,False
98,Nyan Cat: Lost In Space,429256,10.0 M,4,0.3,0.6,0.0,GAME ARCADE,318853,42785,22872,11416,33328,False
99,Stack,426000,50.0 M,4,0.1,0.2,0.0,GAME ARCADE,255915,70110,42076,15851,42046,False
100,Paper.io,418663,10.0 M,3,0.3,0.6,0.0,GAME ARCADE,218936,46999,31975,20348,100402,False
1,Ludo King™,7512316,500.0 M,4,4.0,6.5,0.0,GAME BOARD,5291589,773193,369290,204053,874188,False
2,Happy Color™ – Color by Number. Coloring games.,2516777,100.0 M,4,250.5,2.9,0.0,GAME BOARD,1927153,358243,109137,38480,83762,False
3,101 Yüzbir Okey Plus,2430531,10.0 M,4,0.2,0.5,0.0,GAME BOARD,1763377,127289,78458,41427,419978,False
4,Parchisi STAR Online,2131083,50.0 M,4,1.5,3.2,0.0,GAME BOARD,1587565,176498,89205,46088,231725,False
5,모두의마블,1590460,10.0 M,3,0.0,0.0,0.0,GAME BOARD,664388,137875,140391,88652,559151,False
6,Chess,1578022,100.0 M,4,1.9,4.0,0.0,GAME BOARD,1097787,214381,99477,41236,125138,False
7,Paint By Number - Coloring Book & Color by Number,1283404,100.0 M,4,528.5,5.2,0.0,GAME BOARD,995139,130393,56747,27061,74062,False
8,Ludo Club - Fun Dice Game,1273770,100.0 M,4,2.6,5.1,0.0,GAME BOARD,929697,113906,53688,29740,146737,False
9,Okey Plus,1245352,10.0 M,4,0.1,0.2,0.0,GAME BOARD,963785,69907,41197,17092,153370,False
10,Dominoes,1062798,50.0 M,4,2.8,6.2,0.0,GAME BOARD,829950,139476,35263,14426,43680,False
11,Bingo Blitz™️ - Bingo Games,788064,10.0 M,4,1.8,3.9,0.0,GAME BOARD,604370,104216,34581,14116,30778,False
12,Ludo STAR,769196,10.0 M,4,2.1,4.5,0.0,GAME BOARD,597616,56899,32850,14912,66917,False
13,Chess - Play and Learn,615530,10.0 M,4,7.8,15.8,0.0,GAME BOARD,493766,68026,19325,7219,27192,False
14,Bingo Showdown Free Bingo Games – Bingo Live Game,598584,5.0 M,4,0.2,0.4,0.0,GAME BOARD,481850,54404,28767,10827,22734,False
15,Ludo Star 2,597656,10.0 M,4,2.8,5.5,0.0,GAME BOARD,416103,46952,33058,18737,82805,False
16,Çanak Okey Plus,575124,10.0 M,4,0.4,0.8,0.0,GAME BOARD,445724,24956,15105,8122,81214,False
17,Okey,567662,10.0 M,4,0.2,0.4,0.0,GAME BOARD,460779,36966,21660,10130,38125,False
18,Checkers,554532,100.0 M,4,1.4,3.0,0.0,GAME BOARD,371827,69515,37892,18726,56569,False
19,1LINE – One Line with One Touch,482155,50.0 M,4,0.8,1.9,0.0,GAME BOARD,350353,50622,27688,14084,39405,False
20,BINGO!,470850,10.0 M,4,0.3,0.7,0.0,GAME BOARD,396719,31773,15341,6226,20788,False
21,LANDLORD TYCOON Business Management Investing Game,467655,5.0 M,4,0.4,0.8,0.0,GAME BOARD,339411,65520,18573,8821,35327,False
22,Backgammon Plus,466525,5.0 M,3,2212.2,0.2,0.0,GAME BOARD,271493,22728,15722,8505,148075,False
23,Bingo Bash featuring MONOPOLY: Live Bingo Games,447613,10.0 M,4,0.0,0.0,0.0,GAME BOARD,344284,45999,23309,12179,21840,False
24,Real Chess,404907,10.0 M,4,0.5,0.9,0.0,GAME BOARD,257543,65328,27088,11958,42987,False
25,Chess Free,402345,50.0 M,4,0.0,0.0,0.0,GAME BOARD,281427,84152,18717,4956,13091,False
26,Mahjong Epic,391135,5.0 M,4,0.1,0.3,0.0,GAME BOARD,277978,88322,18138,2358,4337,False
27,Tic Tac Toe,356365,50.0 M,4,0.1,0.3,0.0,GAME BOARD,243769,40684,24296,11208,36405,False
28,Dominos Online Jogatina: Dominoes Game Free,353244,10.0 M,4,0.8,1.6,0.0,GAME BOARD,232140,57146,27330,9795,26830,False
29,Backgammon Free,351361,10.0 M,4,0.2,0.5,0.0,GAME BOARD,232675,65416,21279,8961,23027,False
30,Mahjong City Tours: Free Mahjong Classic Game,335347,5.0 M,4,2.6,5.0,0.0,GAME BOARD,288443,26221,7586,3620,9475,False
31,Bingo Party - Free Classic Bingo Games Online,313765,5.0 M,4,0.7,1.3,0.0,GAME BOARD,247479,34766,16068,5498,9951,False
32,Rento - Dice Board Game Online,312477,10.0 M,4,0.4,0.9,0.0,GAME BOARD,181755,52704,24745,11079,42191,False
33,Snakes & Ladders King,303060,50.0 M,3,0.1,0.3,0.0,GAME BOARD,189271,25883,21636,13961,52307,False
34,Game of Dice,295628,5.0 M,4,0.2,0.3,0.0,GAME BOARD,194900,45677,20155,8733,26161,False
35,Pinball Pro,282866,10.0 M,4,0.0,0.0,0.0,GAME BOARD,190032,46076,23927,6933,15895,False
36,Checkers Online Elite,277062,10.0 M,4,0.0,0.0,0.0,GAME BOARD,186130,33342,18640,8135,30813,False
37,Woody Block Puzzle ®,276518,10.0 M,4,0.4,0.8,0.0,GAME BOARD,195563,43630,12654,6916,17752,False
38,Gaple-Domino QiuQiu Poker Capsa Slots Game Online,267286,5.0 M,4,3.6,9.4,0.0,GAME BOARD,216554,19173,11667,5256,14634,False
39,Backgammon - Narde,264663,10.0 M,4,0.9,2.0,0.0,GAME BOARD,196888,23316,7163,4340,32954,False
40,Bingo Pop: Free Live Multiplayer Bingo Board Games,263074,10.0 M,4,0.7,1.3,0.0,GAME BOARD,206440,26008,11760,5865,12999,False
41,RISK: Global Domination,261799,10.0 M,4,1.6,3.2,0.0,GAME BOARD,186942,34906,13333,6552,20064,False
42,Slots: Epic Jackpot Slots Games Free & Casino Game,257492,1.0 M,4,0.9,2.0,0.0,GAME BOARD,234050,11006,4005,1777,6651,False
43,Yalla Ludo - Ludo&Domino,256773,50.0 M,4,8.2,20.5,0.0,GAME BOARD,195552,14301,10068,6125,30724,False
44,Tap Color - Color by number. Coloring Game,256158,10.0 M,4,0.3,0.7,0.0,GAME BOARD,202678,19491,11109,6294,16584,False
45,Onnect - Pair Matching Puzzle,242006,10.0 M,4,0.8,2.2,0.0,GAME BOARD,161104,36953,11231,7784,24932,False
46,Ludo SuperStar,237706,50.0 M,4,3.2,6.4,0.0,GAME BOARD,152766,23513,14002,10385,37038,False
47,Domino Gaple TopFun(Domino QiuQiu):Free dan online,228476,1.0 M,4,0.1,0.2,0.0,GAME BOARD,180118,13063,9967,5143,20184,False
48,Chess - Clash of Kings,221378,10.0 M,4,3.1,8.2,0.0,GAME BOARD,155994,33820,12131,4574,14856,False
49,Cờ Tỷ Phú - Co Ty Phu ZingPlay - Board Game,221279,5.0 M,4,1.3,1.8,0.0,GAME BOARD,184719,9219,5639,2509,19189,False
50,"Colorscapes - Color by Number, Coloring Games",219916,10.0 M,4,4.8,10.4,0.0,GAME BOARD,190920,12118,6114,2732,8029,False
51,Ludo Talent- Online Ludo&Chatroom,207685,10.0 M,4,3.7,6.3,0.0,GAME BOARD,138317,22597,12774,6990,27005,False
52,Mahjong Master,206953,10.0 M,4,0.1,0.3,0.0,GAME BOARD,159460,31048,8926,2908,4608,False
53,Backgammon Free - Lord of the Board - Table Game,200804,5.0 M,4,2.3,4.9,0.0,GAME BOARD,147818,11277,6510,3918,31278,False
54,YAHTZEE® With Buddies Dice Game,199569,10.0 M,4,1.6,3.4,0.0,GAME BOARD,122036,28805,14402,10209,24114,False
55,Sudoku Free,193778,5.0 M,4,0.0,82.3,0.0,GAME BOARD,139962,43688,6448,1179,2499,False
56,Fun 101 Okey,190736,5.0 M,4,1.1,2.3,0.0,GAME BOARD,159290,6177,3043,1955,20268,False
57,Tile Craft - Triple Crush: Puzzle matching game,189798,5.0 M,4,0.8,2.4,0.0,GAME BOARD,130404,35555,15055,3097,5684,False
58,Dice With Buddies™ Free - The Fun Social Dice Game,183337,5.0 M,4,0.2,0.5,0.0,GAME BOARD,114799,27401,13296,8750,19089,False
59,Travelling Millionaire,183016,5.0 M,3,0.0,0.1,0.0,GAME BOARD,113744,11105,9547,5602,43015,False
60,Çanak Okey - Mynet,175837,5.0 M,4,0.1,0.1,0.0,GAME BOARD,121928,10437,8149,4406,30915,False
61,Reversi Free,175718,5.0 M,4,0.1,0.2,0.0,GAME BOARD,114159,37346,11296,3368,9546,False
62,Rummikub®,173571,5.0 M,4,2.4,4.9,0.0,GAME BOARD,143591,13315,4405,2750,9508,False
63,Tile Master - Classic Triple Match & Puzzle Game,169696,50.0 M,4,3.8,13.4,0.0,GAME BOARD,124263,11055,8516,6437,19422,False
64,Ludo,162936,50.0 M,4,6.5,12.8,0.0,GAME BOARD,114317,17059,9620,5048,16890,False
65,Carrom King™ - Best Online Carrom Board Pool Game,160744,50.0 M,4,3.9,42875.2,0.0,GAME BOARD,106470,17372,9565,5473,21862,False
66,Fleet Battle - Sea Battle,158521,10.0 M,4,1.6,3.3,0.0,GAME BOARD,108183,26837,11124,3535,8839,False
67,Numberzilla - Number Puzzle | Board Game,151671,10.0 M,4,4.7,11.4,0.0,GAME BOARD,94437,20567,13519,6540,16605,False
68,Slots: VIP Deluxe Slot Machines Free - Vegas Slots,151004,5.0 M,4,0.0,0.1,0.0,GAME BOARD,136805,6439,2289,1159,4309,False
69,Domino QiuQiu KiuKiu Online(koin gratis),149633,1.0 M,4,1.3,2.5,0.0,GAME BOARD,129492,5996,3944,2091,8108,False
70,Mahjong Titan,141110,10.0 M,4,0.0,0.1,0.0,GAME BOARD,99540,32990,6680,890,1010,False
71,Einstein's Riddle Logic Puzzles,140706,1.0 M,4,0.7,1.4,0.0,GAME BOARD,106667,25275,5275,1430,2056,False
72,Ludo All Star - Play Online Ludo Game & Board Game,138105,10.0 M,4,2.2,3.8,0.0,GAME BOARD,102104,10047,6688,4638,14626,False
73,Four In A Line Free,134398,5.0 M,4,0.0,0.0,0.0,GAME BOARD,82092,34320,10335,2776,4873,False
74,Coloring Book - Color by Number & Paint by Number,131464,10.0 M,4,3.2,7.0,0.0,GAME BOARD,103785,11277,5757,2467,8175,False
75,인생역전윷놀이,126466,1.0 M,3,0.1,15483.9,0.0,GAME BOARD,68210,21237,16060,4827,16130,False
76,Chess Online - Duel friends online!,122235,5.0 M,4,5.7,10.7,0.0,GAME BOARD,82530,22097,8396,2557,6652,False
77,Slot Casino - Slot Machines,116322,10.0 M,4,0.0,0.0,0.0,GAME BOARD,74028,16366,10328,4770,10827,False
78,Loco Parchís - Magic Ludo & Mega dice! USA Vip Bet,111670,1.0 M,4,0.1,0.3,0.0,GAME BOARD,69697,14357,6508,3569,17536,False
79,Carrom 3D,111627,10.0 M,3,0.2,0.5,0.0,GAME BOARD,66986,11332,7797,4952,20558,False
80,lichess • Free Online Chess,111431,5.0 M,4,3.0,6.5,0.0,GAME BOARD,88631,10037,3309,1639,7811,False
81,Chess for Android,109162,10.0 M,4,0.0,0.1,0.0,GAME BOARD,72559,13043,8357,3114,12088,False
82,Truth or Dare — Dirty Party Game for Adults 18+,104859,10.0 M,4,0.5,0.9,0.0,GAME BOARD,63550,14139,8933,4526,13709,False
83,Chess Royale: Play and Learn Free Online,104158,5.0 M,4,9.4,21.9,0.0,GAME BOARD,64626,16981,7777,3110,11661,False
84,Loto Online,103101,5.0 M,4,0.6,1.3,0.0,GAME BOARD,71430,6210,4930,3160,17370,False
85,Chess Online,102300,5.0 M,4,2.1,4.8,0.0,GAME BOARD,69504,14461,6902,2820,8611,False
86,Praia Bingo - Bingo Games + Slot + Casino,100639,5.0 M,4,1.5,3.1,0.0,GAME BOARD,71102,9612,5095,2947,11880,False
87,Dr. Chess,100315,1.0 M,4,0.2,0.2,0.0,GAME BOARD,68732,12596,7028,2559,9397,False
88,Domino! The world's largest dominoes community,99283,5.0 M,4,0.2,0.4,0.0,GAME BOARD,63654,17539,6861,3316,7910,False
89,🐍 Snakes and Ladders - Free Board Games 🎲,97958,10.0 M,4,16.5,30.6,0.0,GAME BOARD,61897,10411,8335,4489,12824,False
90,Super Bingo HD: Bingo Games,96841,1.0 M,4,0.0,0.1,0.0,GAME BOARD,69120,13560,6990,2520,4650,False
91,Onet 3D - Classic Link Puzzle,95383,10.0 M,4,6.0,17.2,0.0,GAME BOARD,69374,14596,4246,1916,5248,False
92,Color by Number: Free Coloring Games - Paint Book,94264,10.0 M,4,1.3,3.1,0.0,GAME BOARD,65804,8875,5468,3396,10718,False
93,Okey Extra,93977,1.0 M,4,0.4,0.8,0.0,GAME BOARD,82738,2739,1215,707,6575,False
94,Ludo Neo-Classic : King of the Dice Game,92835,10.0 M,4,0.4,0.6,0.0,GAME BOARD,61320,9118,5819,3789,12787,False
95,Domino Qiu Qiu Online:Domino 99（QQ）,92620,1.0 M,4,1.3,3.6,0.0,GAME BOARD,73551,5890,4236,1963,6977,False
96,Dr. Gomoku,92362,5.0 M,3,0.1,0.1,0.0,GAME BOARD,52380,14466,8352,3196,13966,False
97,Mind Games (Challenging brain games),91738,10.0 M,4,293.1,0.2,0.0,GAME BOARD,57069,12037,6182,2937,13510,False
98,Ultimate Jewel,89195,1.0 M,4,0.1,0.2,0.0,GAME BOARD,67405,14192,3528,1379,2688,False
99,OKEY,82144,1.0 M,4,2.3,5.1,0.0,GAME BOARD,64478,7127,3558,1670,5308,False
100,Backgammon Offline,80887,1.0 M,4,1.0,2.0,0.0,GAME BOARD,48946,11333,7651,2607,10348,False
1,Yu-Gi-Oh! Duel Links,2113853,50.0 M,4,0.4,0.9,0.0,GAME CARD,1541203,217812,103751,54390,196694,False
2,Hearthstone,1765570,10.0 M,3,0.3,0.5,0.0,GAME CARD,960279,190763,105553,74294,434678,False
3,Solitaire,1590733,100.0 M,4,0.4,0.9,0.0,GAME CARD,1117298,308402,82191,25750,57090,False
3,Solitaire,1590733,100.0 M,4,0.4,0.9,0.0,GAME CARD,431463,90350,40065,15998,70189,False
3,Solitaire,1590733,100.0 M,4,0.4,0.9,0.0,GAME CARD,418115,47121,16871,6574,18567,False
3,Solitaire,1590733,100.0 M,4,0.4,0.9,0.0,GAME CARD,299715,68177,20617,4959,12653,False
4,World Series of Poker WSOP Texas Holdem Poker,1418398,50.0 M,4,0.8,1.6,0.0,GAME CARD,980671,195988,81079,37547,123112,False
5,Live Hold’em Pro Poker - Free Casino Games,1120832,10.0 M,4,0.0,0.1,0.0,GAME CARD,703247,191160,84161,35024,107238,False
6,Pyramid Solitaire Saga,1069313,10.0 M,4,0.1,0.3,0.0,GAME CARD,791561,173283,54038,15776,34652,False
7,UNO!™,926432,50.0 M,4,3.6,6.9,0.0,GAME CARD,679554,83354,43036,22743,97743,False
8,Solitaire Grand Harvest,881563,10.0 M,4,3.1,5.8,0.0,GAME CARD,687097,115002,29330,13767,36364,False
9,Solitaire TriPeaks: Play Free Solitaire Card Games,654922,10.0 M,4,1.1,2.1,0.0,GAME CARD,457634,120229,36631,12570,27855,False
10,Solitaire,648068,50.0 M,4,0.0,0.0,0.0,GAME CARD,1117298,308402,82191,25750,57090,False
10,Solitaire,648068,50.0 M,4,0.0,0.0,0.0,GAME CARD,431463,90350,40065,15998,70189,False
10,Solitaire,648068,50.0 M,4,0.0,0.0,0.0,GAME CARD,418115,47121,16871,6574,18567,False
10,Solitaire,648068,50.0 M,4,0.0,0.0,0.0,GAME CARD,299715,68177,20617,4959,12653,False
11,Gin Rummy Plus,561518,10.0 M,4,0.8,1.6,0.0,GAME CARD,426538,60455,24904,10746,38873,False
12,Spider Solitaire,533216,10.0 M,4,1.1,2.4,0.0,GAME CARD,396321,89813,23855,6905,16319,False
13,Solitaire,507250,50.0 M,4,0.9,1.9,0.0,GAME CARD,1117298,308402,82191,25750,57090,False
13,Solitaire,507250,50.0 M,4,0.9,1.9,0.0,GAME CARD,431463,90350,40065,15998,70189,False
13,Solitaire,507250,50.0 M,4,0.9,1.9,0.0,GAME CARD,418115,47121,16871,6574,18567,False
13,Solitaire,507250,50.0 M,4,0.9,1.9,0.0,GAME CARD,299715,68177,20617,4959,12653,False
14,Truco Blyts,501154,10.0 M,4,0.6,1.2,0.0,GAME CARD,353392,85751,30329,9306,22372,False
15,Poker Games: World Poker Club,494492,10.0 M,4,0.6,1.2,0.0,GAME CARD,405050,31047,9361,5998,43034,False
16,Legends of Runeterra,485069,10.0 M,4,1.6,3.3,0.0,GAME CARD,389106,51098,13716,6473,24675,False
